ship_id,ship_type,route_id,month,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency
NG066,Tanker Ship,Lagos-Apapa,August,120.53,Diesel,5439.38,15896.12,Calm,86.69
NG066,Tanker Ship,Escravos-Lagos,September,281.48,Diesel,12471.51,36576.82,Moderate,89.85
NG066,Tanker Ship,Lagos-Apapa,October,81.43,Diesel,3422.84,10229.14,Calm,84.82
NG066,Tanker Ship,Lagos-Apapa,November,255.63,Diesel,9468.59,26378.31,Calm,72.82
NG066,Tanker Ship,Lagos-Apapa,December,211.33,HFO,7371.42,19745.66,Moderate,92.05
NG067,Tanker Ship,Lagos-Apapa,January,190.82,HFO,8316.38,23540.61,Moderate,85.35
NG067,Tanker Ship,Lagos-Apapa,February,498.55,Diesel,22973.21,62936.17,Stormy,70.49
NG067,Tanker Ship,Port Harcourt-Lagos,March,198.33,Diesel,8256.6,21477.15,Calm,83.82
NG067,Tanker Ship,Port Harcourt-Lagos,April,324.53,HFO,14161.96,37426.59,Calm,80.45
NG067,Tanker Ship,Port Harcourt-Lagos,May,129.21,Diesel,4517.46,11641.61,Calm,75.55
NG067,Tanker Ship,Port Harcourt-Lagos,June,272.63,HFO,9084.54,23862.6,Calm,82.59
NG067,Tanker Ship,Lagos-Apapa,July,113.43,Diesel,5577.46,14579.23,Moderate,90.64
NG067,Tanker Ship,Lagos-Apapa,August,250.17,HFO,8603.08,24892.55,Stormy,82.08
NG067,Tanker Ship,Warri-Bonny,September,329.12,Diesel,11706.26,30474.54,Moderate,82.8
NG067,Tanker Ship,Lagos-Apapa,October,265.76,HFO,10937.44,30785.29,Calm,81.89
NG067,Tanker Ship,Warri-Bonny,November,250.08,Diesel,11425.41,34049.14,Stormy,70.71
NG067,Tanker Ship,Port Harcourt-Lagos,December,159.16,HFO,5222.55,14151.48,Calm,76.4
NG068,Oil Service Boat,Port Harcourt-Lagos,January,57.52,HFO,1838.16,4611.02,Calm,84.98
NG068,Oil Service Boat,Port Harcourt-Lagos,February,147.61,HFO,3920.05,10662.58,Stormy,71.63
NG068,Oil Service Boat,Escravos-Lagos,March,108.49,Diesel,2955.2,7438.42,Calm,91.27
NG068,Oil Service Boat,Escravos-Lagos,April,125.09,HFO,4023.97,11254.39,Calm,87.51
NG068,Oil Service Boat,Escravos-Lagos,May,44.03,Diesel,1352.9,3400.86,Moderate,80.82
NG068,Oil Service Boat,Escravos-Lagos,June,31.18,Diesel,949.98,2549.97,Stormy,70.69
NG068,Oil Service Boat,Escravos-Lagos,July,31.89,HFO,880.25,2222.31,Calm,76.52
NG068,Oil Service Boat,Lagos-Apapa,August,84.99,Diesel,2892.34,7374.94,Calm,87.89
NG068,Oil Service Boat,Port Harcourt-Lagos,September,88.11,HFO,3004.24,8352.16,Moderate,94.13
NG068,Oil Service Boat,Warri-Bonny,October,98.19,Diesel,3131.49,8505.19,Calm,91.33
NG068,Oil Service Boat,Port Harcourt-Lagos,November,123.85,HFO,3671.42,10306.94,Stormy,74.52
NG068,Oil Service Boat,Lagos-Apapa,December,41.09,HFO,1357.8,3984.31,Calm,82.52
NG069,Surfer Boat,Lagos-Apapa,January,165.51,Diesel,3119.81,8715.5,Stormy,82.7
NG069,Surfer Boat,Port Harcourt-Lagos,February,165.79,Diesel,2852.27,7218.59,Stormy,93.2
NG069,Surfer Boat,Lagos-Apapa,March,71.85,Diesel,1276.71,3388.89,Calm,77.55
NG069,Surfer Boat,Port Harcourt-Lagos,April,141.2,Diesel,1707.16,4683.36,Stormy,89.11
NG069,Surfer Boat,Port Harcourt-Lagos,May,20.64,Diesel,270.4,713.6,Moderate,70.5
NG069,Surfer Boat,Lagos-Apapa,June,27.53,Diesel,297.68,843.49,Stormy,86.13
NG069,Surfer Boat,Escravos-Lagos,July,95.68,Diesel,1320.09,3867.28,Stormy,88.6
NG069,Surfer Boat,Escravos-Lagos,August,85.63,Diesel,1555.13,4166.2,Calm,88.77
NG069,Surfer Boat,Warri-Bonny,September,110.02,Diesel,1818.59,4731.38,Moderate,80.45
NG069,Surfer Boat,Lagos-Apapa,October,165.69,Diesel,1761.27,4664.94,Calm,85.31
NG069,Surfer Boat,Port Harcourt-Lagos,November,78.78,Diesel,1513.47,4513.23,Moderate,90.52
NG069,Surfer Boat,Escravos-Lagos,December,136.85,Diesel,2382.83,6377.27,Moderate,82.96
NG070,Oil Service Boat,Port Harcourt-Lagos,January,137.06,Diesel,3588.76,9160.85,Moderate,87.27
NG070,Oil Service Boat,Lagos-Apapa,February,34.58,HFO,1086.45,2718.32,Stormy,92.96
NG070,Oil Service Boat,Escravos-Lagos,March,132.82,Diesel,4021.78,11733.33,Calm,77.77
NG070,Oil Service Boat,Lagos-Apapa,April,55.09,HFO,1579.19,4733.11,Moderate,88.8
NG070,Oil Service Boat,Warri-Bonny,May,77.45,Diesel,2560.93,7024.34,Calm,94.48
NG070,Oil Service Boat,Port Harcourt-Lagos,June,60.43,Diesel,2068.91,5805.1,Calm,80.46
NG070,Oil Service Boat,Escravos-Lagos,July,126.19,Diesel,4131.79,10503.07,Stormy,74.41
NG070,Oil Service Boat,Port Harcourt-Lagos,August,141.8,HFO,3601.42,9112.05,Calm,89.94
NG070,Oil Service Boat,Port Harcourt-Lagos,September,56.22,Diesel,1801.03,5364.51,Calm,91.87
NG070,Oil Service Boat,Escravos-Lagos,October,111.01,Diesel,3355.8,8858.07,Moderate,91.76
NG070,Oil Service Boat,Escravos-Lagos,November,149.31,Diesel,4963.07,12942.93,Calm,75.09
NG070,Oil Service Boat,Warri-Bonny,December,123.48,Diesel,3532.12,10173.58,Stormy,76.82
NG071,Tanker Ship,Lagos-Apapa,January,385.64,Diesel,19094.75,49853.81,Moderate,83.86
NG071,Tanker Ship,Port Harcourt-Lagos,February,171.95,Diesel,5887.21,17192.42,Stormy,71.05
NG071,Tanker Ship,Escravos-Lagos,March,452.6,Diesel,19738.31,50342.87,Calm,85.72
NG071,Tanker Ship,Warri-Bonny,April,370.38,HFO,16989.44,49074.12,Calm,72.89
NG071,Tanker Ship,Lagos-Apapa,May,360.62,HFO,12561.65,35854.42,Moderate,71.47
NG071,Tanker Ship,Lagos-Apapa,June,189.12,HFO,6464.99,17359.35,Stormy,88.21
NG071,Tanker Ship,Escravos-Lagos,July,402.84,Diesel,14899.34,38136.42,Calm,72.28
NG071,Tanker Ship,Lagos-Apapa,August,213.35,Diesel,10645.0,29499.63,Calm,78.52
NG071,Tanker Ship,Warri-Bonny,September,396.61,Diesel,15355.96,43392.2,Stormy,72.69
NG071,Tanker Ship,Warri-Bonny,October,243.19,HFO,11846.75,32033.32,Stormy,89.81
NG071,Tanker Ship,Port Harcourt-Lagos,November,439.33,Diesel,16127.26,40482.95,Moderate,72.92
NG071,Tanker Ship,Warri-Bonny,December,228.19,Diesel,11148.1,32828.14,Moderate,79.0
NG072,Surfer Boat,Port Harcourt-Lagos,January,69.93,Diesel,1291.07,3501.17,Calm,70.74
NG072,Surfer Boat,Lagos-Apapa,February,70.64,Diesel,1343.09,3749.02,Calm,90.24
NG072,Surfer Boat,Lagos-Apapa,March,167.71,Diesel,2460.48,6307.34,Stormy,82.52
NG072,Surfer Boat,Lagos-Apapa,April,130.23,Diesel,1861.11,5158.6,Calm,73.26
NG072,Surfer Boat,Lagos-Apapa,May,94.19,Diesel,1145.9,3336.08,Stormy,75.73
NG072,Surfer Boat,Port Harcourt-Lagos,June,178.47,Diesel,2782.58,8319.2,Calm,82.73
NG072,Surfer Boat,Warri-Bonny,July,127.85,Diesel,1725.24,4413.16,Stormy,88.89
NG072,Surfer Boat,Port Harcourt-Lagos,August,67.37,Diesel,1055.77,2905.35,Stormy,89.52
NG072,Surfer Boat,Warri-Bonny,September,104.02,Diesel,1329.39,3332.37,Calm,88.09
NG072,Surfer Boat,Warri-Bonny,October,33.63,Diesel,525.26,1564.54,Stormy,87.91
NG072,Surfer Boat,Port Harcourt-Lagos,November,85.4,Diesel,1365.11,4094.92,Stormy,72.02
NG072,Surfer Boat,Port Harcourt-Lagos,December,54.64,Diesel,896.79,2321.95,Stormy,88.55
NG073,Fishing Trawler,Port Harcourt-Lagos,January,154.32,HFO,3747.44,10096.97,Moderate,85.7
NG073,Fishing Trawler,Port Harcourt-Lagos,February,186.54,HFO,3789.19,9689.24,Calm,74.11
NG073,Fishing Trawler,Port Harcourt-Lagos,March,164.13,Diesel,4762.81,12376.31,Moderate,89.35
NG073,Fishing Trawler,Escravos-Lagos,April,143.69,HFO,3229.98,9687.84,Stormy,86.38
NG073,Fishing Trawler,Port Harcourt-Lagos,May,70.7,Diesel,1852.02,5286.11,Stormy,92.46
NG073,Fishing Trawler,Lagos-Apapa,June,165.7,Diesel,4536.86,12032.59,Stormy,75.93
NG073,Fishing Trawler,Port Harcourt-Lagos,July,148.93,Diesel,4090.68,10365.28,Moderate,72.64
NG073,Fishing Trawler,Port Harcourt-Lagos,August,70.3,Diesel,1663.59,4460.98,Stormy,74.38
NG073,Fishing Trawler,Escravos-Lagos,September,133.79,HFO,3281.15,8463.08,Calm,75.27
NG073,Fishing Trawler,Escravos-Lagos,October,144.96,Diesel,3134.03,9040.23,Moderate,93.17
NG073,Fishing Trawler,Port Harcourt-Lagos,November,124.02,Diesel,3653.79,9257.25,Calm,73.58
NG073,Fishing Trawler,Port Harcourt-Lagos,December,96.86,HFO,2379.37,6875.75,Moderate,75.57
NG074,Oil Service Boat,Lagos-Apapa,January,22.44,Diesel,597.21,1786.37,Moderate,86.59
NG074,Oil Service Boat,Lagos-Apapa,February,20.6,HFO,622.42,1852.83,Moderate,87.09
NG074,Oil Service Boat,Port Harcourt-Lagos,March,139.23,Diesel,4688.41,11744.41,Stormy,84.77
NG074,Oil Service Boat,Escravos-Lagos,April,148.29,HFO,4810.73,12863.0,Stormy,92.03
NG074,Oil Service Boat,Lagos-Apapa,May,94.83,Diesel,2430.86,7153.42,Stormy,89.2
NG074,Oil Service Boat,Escravos-Lagos,June,43.15,HFO,1466.84,3915.59,Calm,77.83
NG074,Oil Service Boat,Lagos-Apapa,July,116.36,Diesel,3977.57,10264.09,Stormy,89.43
NG074,Oil Service Boat,Lagos-Apapa,August,78.61,HFO,2161.44,5898.49,Moderate,76.8
NG074,Oil Service Boat,Warri-Bonny,September,34.27,Diesel,1035.2,2617.39,Stormy,73.38
NG074,Oil Service Boat,Lagos-Apapa,October,86.53,HFO,3007.88,7573.33,Stormy,93.22
NG074,Oil Service Boat,Lagos-Apapa,November,21.11,HFO,616.55,1749.73,Calm,86.13
NG074,Oil Service Boat,Lagos-Apapa,December,94.68,Diesel,3081.54,8120.79,Calm,80.81
NG075,Fishing Trawler,Escravos-Lagos,January,84.75,Diesel,2467.74,7030.55,Stormy,94.95
NG075,Fishing Trawler,Escravos-Lagos,February,62.46,HFO,1423.24,4204.77,Stormy,75.98
NG075,Fishing Trawler,Port Harcourt-Lagos,March,162.17,HFO,4346.17,12030.17,Moderate,72.22
NG075,Fishing Trawler,Port Harcourt-Lagos,April,192.55,HFO,4607.86,11827.04,Moderate,81.0
NG075,Fishing Trawler,Escravos-Lagos,May,162.94,HFO,3842.62,9883.27,Stormy,94.49
NG075,Fishing Trawler,Port Harcourt-Lagos,June,154.26,HFO,3481.79,8909.32,Moderate,84.58
NG075,Fishing Trawler,Port Harcourt-Lagos,July,77.13,Diesel,2071.89,5760.56,Moderate,83.33
NG075,Fishing Trawler,Port Harcourt-Lagos,August,107.28,Diesel,2728.99,7912.88,Stormy,89.41
NG075,Fishing Trawler,Lagos-Apapa,September,87.62,HFO,2326.27,6378.93,Stormy,86.94
NG075,Fishing Trawler,Port Harcourt-Lagos,October,60.66,HFO,1502.75,4268.35,Calm,85.88
NG075,Fishing Trawler,Lagos-Apapa,November,130.27,HFO,3736.45,9619.6,Moderate,72.61
NG075,Fishing Trawler,Escravos-Lagos,December,165.68,HFO,3351.83,9964.56,Moderate,94.44
NG076,Fishing Trawler,Escravos-Lagos,January,58.13,HFO,1333.54,3419.66,Calm,79.4
NG076,Fishing Trawler,Warri-Bonny,February,162.07,HFO,3393.95,9639.17,Stormy,94.43
NG076,Fishing Trawler,Escravos-Lagos,March,138.87,Diesel,4158.93,11194.82,Moderate,77.87
NG076,Fishing Trawler,Escravos-Lagos,April,110.59,Diesel,2794.18,7429.5,Stormy,81.88
NG076,Fishing Trawler,Warri-Bonny,May,190.44,Diesel,5380.16,15941.88,Calm,76.3
NG076,Fishing Trawler,Escravos-Lagos,June,144.16,HFO,3420.34,8899.12,Stormy,71.32
NG076,Fishing Trawler,Escravos-Lagos,July,57.07,Diesel,1284.34,3627.18,Calm,87.55
NG076,Fishing Trawler,Warri-Bonny,August,184.68,HFO,3793.09,10590.5,Stormy,74.76
NG076,Fishing Trawler,Escravos-Lagos,September,75.35,Diesel,2080.44,5774.91,Stormy,73.05
NG076,Fishing Trawler,Escravos-Lagos,October,100.82,HFO,2492.65,6793.97,Moderate,80.03
NG076,Fishing Trawler,Warri-Bonny,November,199.29,Diesel,4985.43,12957.47,Moderate,76.5
NG076,Fishing Trawler,Escravos-Lagos,December,144.49,Diesel,3057.9,7716.97,Moderate,72.2
NG077,Tanker Ship,Warri-Bonny,January,74.63,Diesel,3318.62,8750.39,Calm,78.82
NG077,Tanker Ship,Lagos-Apapa,February,315.48,Diesel,11379.08,32038.78,Calm,84.53
NG077,Tanker Ship,Warri-Bonny,March,413.63,HFO,16162.17,41307.84,Stormy,70.88
NG077,Tanker Ship,Escravos-Lagos,April,121.51,HFO,6047.79,17026.14,Stormy,74.28
NG077,Tanker Ship,Escravos-Lagos,May,469.5,HFO,19139.7,56789.95,Moderate,84.36
NG077,Tanker Ship,Lagos-Apapa,June,351.28,Diesel,17549.18,50562.37,Stormy,83.06
NG077,Tanker Ship,Escravos-Lagos,July,415.2,Diesel,19594.43,53419.24,Moderate,70.3
NG077,Tanker Ship,Lagos-Apapa,August,129.56,HFO,5516.13,14323.68,Stormy,84.51
NG077,Tanker Ship,Port Harcourt-Lagos,September,254.44,Diesel,12326.35,36434.06,Calm,92.57
NG077,Tanker Ship,Lagos-Apapa,October,81.45,Diesel,2664.7,7246.19,Moderate,93.48
NG077,Tanker Ship,Warri-Bonny,November,197.55,Diesel,8949.91,26043.45,Stormy,79.6
NG077,Tanker Ship,Warri-Bonny,December,70.2,HFO,2777.14,8127.41,Stormy,74.94
NG078,Surfer Boat,Escravos-Lagos,January,198.34,Diesel,3902.93,9882.67,Stormy,92.6
NG078,Surfer Boat,Lagos-Apapa,February,136.1,Diesel,1684.36,4494.46,Calm,90.26
NG078,Surfer Boat,Port Harcourt-Lagos,March,30.29,Diesel,307.58,781.47,Moderate,94.54
NG078,Surfer Boat,Lagos-Apapa,April,164.19,Diesel,2324.1,6716.44,Moderate,91.53
NG078,Surfer Boat,Lagos-Apapa,May,84.35,Diesel,1300.29,3468.17,Stormy,91.35
NG078,Surfer Boat,Escravos-Lagos,June,58.51,Diesel,1116.64,3136.55,Stormy,94.6
NG078,Surfer Boat,Lagos-Apapa,July,122.84,Diesel,1575.3,4377.6,Calm,73.6
NG078,Surfer Boat,Port Harcourt-Lagos,August,146.15,Diesel,2289.81,5772.8,Stormy,84.59
NG078,Surfer Boat,Warri-Bonny,September,30.83,Diesel,434.02,1238.46,Moderate,75.65
NG078,Surfer Boat,Escravos-Lagos,October,95.04,Diesel,1161.77,3414.77,Calm,86.13
NG078,Surfer Boat,Lagos-Apapa,November,43.32,Diesel,593.15,1594.07,Stormy,72.2
NG078,Surfer Boat,Warri-Bonny,December,74.81,Diesel,1055.36,2844.71,Moderate,93.58
NG079,Tanker Ship,Port Harcourt-Lagos,January,99.42,HFO,3063.86,8874.65,Calm,79.97
NG079,Tanker Ship,Escravos-Lagos,February,198.12,Diesel,9003.94,24476.99,Calm,72.36
NG079,Tanker Ship,Lagos-Apapa,March,441.01,Diesel,18657.58,49496.3,Stormy,76.1
NG079,Tanker Ship,Escravos-Lagos,April,186.19,HFO,7408.95,21077.0,Calm,79.02
NG079,Tanker Ship,Escravos-Lagos,May,363.45,Diesel,17011.89,50197.68,Stormy,70.61
NG079,Tanker Ship,Lagos-Apapa,June,225.43,HFO,6994.13,20516.69,Stormy,94.01
NG079,Tanker Ship,Lagos-Apapa,July,266.93,HFO,10696.0,29401.12,Stormy,82.06
NG079,Tanker Ship,Escravos-Lagos,August,133.86,Diesel,4294.23,11047.03,Stormy,73.86
NG079,Tanker Ship,Port Harcourt-Lagos,September,264.09,HFO,8174.05,23285.83,Calm,74.22
NG079,Tanker Ship,Lagos-Apapa,October,325.03,HFO,15186.34,43420.24,Moderate,74.28
NG079,Tanker Ship,Warri-Bonny,November,477.39,Diesel,21877.35,57391.88,Stormy,84.65
NG079,Tanker Ship,Escravos-Lagos,December,129.69,Diesel,6036.81,17610.71,Moderate,92.6
NG080,Oil Service Boat,Lagos-Apapa,January,117.74,Diesel,3556.44,9410.21,Moderate,81.36
NG080,Oil Service Boat,Warri-Bonny,February,47.67,Diesel,1413.32,3750.76,Calm,86.01
NG080,Oil Service Boat,Lagos-Apapa,March,102.8,Diesel,3072.71,8006.15,Calm,82.27
NG080,Oil Service Boat,Warri-Bonny,April,128.59,Diesel,3431.02,9739.84,Calm,93.64
NG080,Oil Service Boat,Lagos-Apapa,May,138.91,HFO,4090.91,11119.62,Calm,84.51
NG080,Oil Service Boat,Warri-Bonny,June,105.78,Diesel,2791.65,7601.5,Calm,87.4
NG080,Oil Service Boat,Lagos-Apapa,July,83.29,Diesel,2083.79,5359.33,Moderate,71.88
NG080,Oil Service Boat,Lagos-Apapa,August,48.31,Diesel,1574.13,4325.94,Stormy,86.57
NG080,Oil Service Boat,Port Harcourt-Lagos,September,132.82,HFO,3977.06,11919.96,Moderate,79.42
NG080,Oil Service Boat,Escravos-Lagos,October,138.02,HFO,3509.58,10304.02,Stormy,82.65
NG080,Oil Service Boat,Escravos-Lagos,November,82.39,Diesel,2820.36,7459.44,Calm,82.34
NG080,Oil Service Boat,Escravos-Lagos,December,116.13,Diesel,3470.6,10037.37,Moderate,75.88
NG081,Fishing Trawler,Lagos-Apapa,January,157.72,HFO,4578.65,11491.73,Calm,92.7
NG081,Fishing Trawler,Escravos-Lagos,February,168.87,HFO,3912.07,10457.32,Moderate,85.5
NG081,Fishing Trawler,Port Harcourt-Lagos,March,80.65,HFO,2153.0,6049.13,Moderate,84.4
NG081,Fishing Trawler,Warri-Bonny,April,95.48,HFO,2197.77,5770.04,Stormy,94.88
NG081,Fishing Trawler,Lagos-Apapa,May,179.04,Diesel,4754.14,12889.94,Moderate,77.59
NG081,Fishing Trawler,Warri-Bonny,June,99.88,HFO,2586.51,7609.17,Stormy,89.48
NG081,Fishing Trawler,Warri-Bonny,July,110.7,HFO,2919.89,7997.51,Stormy,86.85
NG081,Fishing Trawler,Port Harcourt-Lagos,August,188.2,Diesel,5376.72,16031.77,Moderate,83.21
NG081,Fishing Trawler,Port Harcourt-Lagos,September,154.67,HFO,3866.82,10458.27,Calm,90.54
NG081,Fishing Trawler,Escravos-Lagos,October,131.64,Diesel,3580.38,10247.33,Calm,82.4
NG081,Fishing Trawler,Lagos-Apapa,November,197.61,HFO,5406.44,15749.84,Calm,84.17
NG081,Fishing Trawler,Escravos-Lagos,December,87.06,HFO,1839.13,5254.26,Calm,75.2
NG082,Tanker Ship,Warri-Bonny,January,114.42,HFO,3997.38,10756.2,Calm,76.7
NG082,Tanker Ship,Escravos-Lagos,February,195.1,HFO,7910.82,23493.01,Moderate,85.06
NG082,Tanker Ship,Escravos-Lagos,March,81.28,HFO,3774.91,11314.53,Calm,82.17
NG082,Tanker Ship,Lagos-Apapa,April,498.18,HFO,17122.71,49536.57,Moderate,80.44
NG082,Tanker Ship,Port Harcourt-Lagos,May,346.99,Diesel,16260.0,47965.14,Stormy,94.69
NG082,Tanker Ship,Lagos-Apapa,June,478.32,HFO,20999.87,56474.14,Calm,84.38
NG082,Tanker Ship,Port Harcourt-Lagos,July,335.63,HFO,16445.34,47446.8,Calm,76.08
NG082,Tanker Ship,Port Harcourt-Lagos,August,79.97,Diesel,3605.05,10272.86,Moderate,84.8
NG082,Tanker Ship,Escravos-Lagos,September,388.76,HFO,15879.62,44378.97,Calm,86.73
NG082,Tanker Ship,Escravos-Lagos,October,253.73,Diesel,12262.93,34486.14,Moderate,78.9
NG082,Tanker Ship,Warri-Bonny,November,186.41,Diesel,5795.93,16322.53,Calm,85.03
NG082,Tanker Ship,Lagos-Apapa,December,442.43,HFO,15135.69,43712.56,Stormy,93.93
NG083,Oil Service Boat,Port Harcourt-Lagos,January,127.59,Diesel,4351.49,12534.17,Moderate,80.6
NG083,Oil Service Boat,Port Harcourt-Lagos,February,101.49,HFO,3437.66,9986.34,Stormy,88.73
NG083,Oil Service Boat,Port Harcourt-Lagos,March,119.99,HFO,3386.08,9468.75,Calm,78.77
NG083,Oil Service Boat,Escravos-Lagos,April,67.77,HFO,2230.76,5777.21,Moderate,83.25
NG083,Oil Service Boat,Warri-Bonny,May,21.22,HFO,652.77,1747.54,Stormy,84.64
NG083,Oil Service Boat,Warri-Bonny,June,136.76,Diesel,4079.97,12130.44,Moderate,72.43
NG083,Oil Service Boat,Warri-Bonny,July,21.43,Diesel,732.09,1981.43,Calm,70.53
NG083,Oil Service Boat,Escravos-Lagos,August,60.06,Diesel,1746.95,5146.75,Moderate,89.05
NG083,Oil Service Boat,Port Harcourt-Lagos,September,149.51,Diesel,4408.92,11330.54,Stormy,77.56
NG083,Oil Service Boat,Escravos-Lagos,October,67.53,HFO,2264.51,6494.42,Stormy,83.97
NG083,Oil Service Boat,Port Harcourt-Lagos,November,51.71,Diesel,1644.81,4189.89,Stormy,72.01
NG083,Oil Service Boat,Lagos-Apapa,December,92.1,HFO,3220.76,8191.16,Moderate,82.07
NG084,Fishing Trawler,Warri-Bonny,January,126.91,Diesel,3765.37,10827.73,Moderate,80.13
NG084,Fishing Trawler,Lagos-Apapa,February,161.99,Diesel,3592.01,10431.57,Moderate,70.83
NG084,Fishing Trawler,Warri-Bonny,March,119.43,HFO,3159.13,8458.54,Moderate,86.27
NG084,Fishing Trawler,Warri-Bonny,April,115.97,Diesel,2914.71,7450.23,Calm,89.95
NG084,Fishing Trawler,Escravos-Lagos,May,140.93,Diesel,3123.16,8133.81,Calm,81.87
NG084,Fishing Trawler,Warri-Bonny,June,199.81,Diesel,4967.24,14119.67,Moderate,91.56
NG084,Fishing Trawler,Port Harcourt-Lagos,July,165.27,HFO,4567.73,11974.13,Stormy,74.01
NG084,Fishing Trawler,Warri-Bonny,August,77.03,HFO,1673.46,4290.22,Calm,83.29
NG084,Fishing Trawler,Port Harcourt-Lagos,September,95.42,Diesel,1941.68,5247.58,Moderate,73.12
NG084,Fishing Trawler,Lagos-Apapa,October,66.88,Diesel,1614.5,4210.33,Calm,73.91
NG084,Fishing Trawler,Lagos-Apapa,November,121.16,HFO,2780.05,7288.36,Calm,73.7
NG084,Fishing Trawler,Warri-Bonny,December,118.03,HFO,2778.69,7990.66,Moderate,93.59
NG085,Tanker Ship,Port Harcourt-Lagos,January,119.04,Diesel,4660.57,13132.83,Calm,77.62
NG085,Tanker Ship,Escravos-Lagos,February,76.49,HFO,3651.8,9909.18,Calm,91.0
NG085,Tanker Ship,Lagos-Apapa,March,206.81,HFO,9953.86,28157.6,Calm,90.18
NG085,Tanker Ship,Escravos-Lagos,April,441.81,HFO,18535.47,48555.13,Moderate,79.61
NG085,Tanker Ship,Port Harcourt-Lagos,May,115.57,Diesel,3509.64,10440.23,Stormy,88.01
NG085,Tanker Ship,Escravos-Lagos,June,435.76,HFO,14392.02,39209.32,Stormy,70.77
NG085,Tanker Ship,Escravos-Lagos,July,231.77,Diesel,7505.5,21079.25,Moderate,85.07
NG085,Tanker Ship,Port Harcourt-Lagos,August,88.81,HFO,4282.41,10884.08,Calm,78.59
NG085,Tanker Ship,Port Harcourt-Lagos,September,487.34,HFO,16075.79,46893.78,Calm,85.83
NG085,Tanker Ship,Escravos-Lagos,October,305.38,HFO,13160.89,37035.32,Calm,78.95
NG085,Tanker Ship,Escravos-Lagos,November,404.67,Diesel,15459.51,44724.47,Moderate,78.49
NG085,Tanker Ship,Port Harcourt-Lagos,December,438.81,HFO,20172.76,54794.68,Calm,76.39
NG086,Oil Service Boat,Port Harcourt-Lagos,January,93.39,Diesel,2700.59,8062.21,Stormy,84.67
NG086,Oil Service Boat,Escravos-Lagos,February,54.67,Diesel,1503.38,4082.06,Stormy,81.74
NG086,Oil Service Boat,Escravos-Lagos,March,129.38,Diesel,4118.22,11198.28,Moderate,82.1
NG086,Oil Service Boat,Escravos-Lagos,April,70.55,Diesel,2085.57,6215.44,Calm,82.71
NG086,Oil Service Boat,Port Harcourt-Lagos,May,116.25,Diesel,3866.17,11273.16,Stormy,78.83
NG086,Oil Service Boat,Lagos-Apapa,June,101.72,HFO,3315.76,8756.07,Calm,77.7
NG086,Oil Service Boat,Lagos-Apapa,July,120.9,HFO,3856.34,11079.7,Moderate,73.46
NG086,Oil Service Boat,Warri-Bonny,August,87.66,Diesel,2573.41,7638.04,Stormy,75.87
NG086,Oil Service Boat,Warri-Bonny,September,46.42,HFO,1176.1,3044.58,Moderate,81.75
NG086,Oil Service Boat,Escravos-Lagos,October,37.71,Diesel,1167.85,2928.03,Stormy,94.98
NG086,Oil Service Boat,Port Harcourt-Lagos,November,26.56,Diesel,838.39,2267.25,Calm,90.52
NG086,Oil Service Boat,Escravos-Lagos,December,115.51,HFO,4020.17,12003.0,Moderate,73.89
NG087,Oil Service Boat,Port Harcourt-Lagos,January,94.39,Diesel,2499.01,6836.97,Calm,88.56
NG087,Oil Service Boat,Lagos-Apapa,February,20.08,Diesel,652.41,1936.77,Moderate,87.22
NG087,Oil Service Boat,Escravos-Lagos,March,69.46,HFO,2422.91,6070.69,Calm,75.98
NG087,Oil Service Boat,Escravos-Lagos,April,29.73,Diesel,828.93,2269.53,Stormy,93.32
NG087,Oil Service Boat,Lagos-Apapa,May,119.35,Diesel,3669.87,10672.42,Moderate,90.49
NG087,Oil Service Boat,Escravos-Lagos,June,149.22,HFO,4245.11,12516.02,Calm,89.78
NG087,Oil Service Boat,Warri-Bonny,July,96.46,HFO,2762.16,8073.99,Moderate,74.83
NG087,Oil Service Boat,Port Harcourt-Lagos,August,110.5,Diesel,3829.91,10198.33,Calm,87.93
NG087,Oil Service Boat,Warri-Bonny,September,39.47,HFO,1093.35,3111.87,Calm,70.69
NG087,Oil Service Boat,Escravos-Lagos,October,38.76,Diesel,1337.11,3677.54,Stormy,90.78
NG087,Oil Service Boat,Escravos-Lagos,November,119.06,Diesel,3305.5,9045.83,Calm,87.54
NG087,Oil Service Boat,Warri-Bonny,December,87.85,Diesel,3067.31,9172.5,Moderate,85.93
NG088,Surfer Boat,Escravos-Lagos,January,132.09,Diesel,2338.03,6801.3,Stormy,80.54
NG088,Surfer Boat,Warri-Bonny,February,156.94,Diesel,2726.2,7105.63,Moderate,83.54
NG088,Surfer Boat,Port Harcourt-Lagos,March,191.47,Diesel,2401.72,6719.46,Stormy,92.62
NG088,Surfer Boat,Warri-Bonny,April,71.41,Diesel,816.84,2107.48,Moderate,73.67
NG088,Surfer Boat,Warri-Bonny,May,187.54,Diesel,3392.47,9342.74,Moderate,81.52
NG088,Surfer Boat,Lagos-Apapa,June,180.7,Diesel,3096.62,7963.93,Moderate,87.31
NG088,Surfer Boat,Lagos-Apapa,July,123.87,Diesel,1285.91,3606.63,Moderate,74.41
NG088,Surfer Boat,Port Harcourt-Lagos,August,81.7,Diesel,836.03,2299.81,Stormy,80.89
NG088,Surfer Boat,Port Harcourt-Lagos,September,66.1,Diesel,1314.38,3802.27,Moderate,71.88
